,NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,UTC_YEAR,count,Make_final,UTC_MTH,UTC_DAY,UTC_HOUR,UTC_WEEKDAY
21667,DCA15WA188,ACC,92005.0,2015-09-05T19:08:00Z,Tambacounda,,Senegal,,"3C-LLY, 6V-AIM",,False,Aviation,,,,Fatal,7.0,0.0,0.0,,,,46.418334,-13.669444,"BOEING, HAWKER SIDDELEY","737, HS125","AIR, AIR",,,"false, false",2,,,,"NUSC, NUSC",Minor,,,Enroute,,,,,,2015,,Boeing,9,5,19,Saturday
21739,DCA15CA176,ACC,91844.0,2015-08-23T11:30:00Z,Oakland,California,United States,,N232WN,32500,False,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2016-04-08T19:46:00Z,Serious,0.0,1.0,0.0,"inadvertent jet blast, resulting in debris striking ground operations personnel.",Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Incorrect use/operation,,37.721668,-122.221664,BOEING,737 7H4,AIR,KOAK,Metro Oakland Airport,false,2,TF,SCHD,,121,,VMC,Southwest Airlines,Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91844,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91844/pdf,2015,,Boeing,8,23,11,Sunday
21748,DCA15WA213,ACC,92972.0,2015-08-22T07:00:00Z,Jakarta,,Indonesia,,PK-GPO,1288,False,Aviation,,,,Serious,0.0,1.0,0.0,,,,,,AIRBUS,A330,AIR,,,false,,,,,,,,,Enroute,,,,,,2015,,Airbus,8,22,7,Saturday
21766,DCA15WA202,INC,92122.0,2015-08-18T01:39:00Z,Trivandrum,,India,,VT-JFA,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,,,,Jet Airways (India) Ltd.,Landing,,,,,,2015,,Boeing,8,18,1,Tuesday
21786,DCA15LA173,ACC,91811.0,2015-08-15T18:37:00Z,Charlotte,North Carolina,United States,,N564UW,5374,False,Aviation,DirectorBrief,2020-06-08T04:00:00Z,2020-06-15T11:36:00Z,,0.0,0.0,0.0,an encounter with a small microburst on short final at low altitude that resulted in a loss of lift and a tail strike during the go-around. Contributing to the accident was the captain's decision to continue the approach without applying appropriate windshear precautions in accordance with published guidance.,"Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Effect on operation, Personnel issues - Task performance - Planning/preparation - Weather planning - Pilot",,35.213611,-80.94916499999998,AIRBUS,A321,AIR,CLT,CHARLOTTE/DOUGLAS INTL,false,2,TF,SCHD,,121,Substantial,VMC,AMERICAN AIRLINES INC,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91811,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91811/pdf,2015,,Airbus,8,15,18,Saturday
21813,DCA15WA180,INC,91917.0,2015-08-11T06:50:00Z,Frankfurt,,Germany,,D-ABYJ,37834,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,,,false,,,,,,,,,Taxi,,,,,,2015,,Boeing,8,11,6,Tuesday
21836,OPS15IA020,INC,91756.0,2015-08-07T20:02:00Z,Max,Nebraska,United States,,N332NW,319,False,Aviation,DirectorBrief,2017-03-29T04:00:00Z,2017-03-29T22:24:00Z,,0.0,0.0,0.0,"The flight crew's continued flight into a closing gap between areas of thunderstorm activity and their failure to maintain the required lateral separation from the thunderstorms, which resulted in the airplane's encounter with hail and subsequent airplane damage.

Contributing to the incident were the company flight dispatcher's failure to provide complete and timely weather information to the flight crew and the Denver air route traffic controller's failure to provide significant pilot weather report information and alert the pilots of existing and worsening hazardous weather along their flight route, as required by Federal Aviation directives, both of which led to the airplane's encounter with hail.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Task performance - Communication (personnel) - Lack of communication - ATC personnel, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Flt operations/dispatcher",,40.13972,-101.361389,AIRBUS INDUSTRIE,A320 211,AIR,,,false,2,TF,SCHD,,121,Minor,IMC,Delta Air Lines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91756,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91756/pdf,2015,,Airbus,8,7,20,Friday
21857,CEN15IA337,INC,91711.0,2015-08-04T18:00:00Z,Denver,Colorado,United States,,N779SW,27884,False,Aviation,DirectorBrief,2016-09-12T04:00:00Z,2016-07-19T13:51:00Z,Minor,0.0,0.0,1.0,"The gate lead/pushback driver's failure to recognize that the provisioning truck was within the safety zone of the gate during his walkaround due to distractions, which resulted in the subsequent collision between the airplane and the truck. Contributing to the collision was the provisioning truck driver's failure to recognize he was parked in the safety zone of an active gate adjacent to his assigned gate, and the guide agent's improper assumption that the safety zone was properly cleared by the gate lead/pushback driver.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Ground crew, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Ground crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Ground crew, Personnel issues - Psychological - Attention/monitoring - Attention - Ground crew",,39.861667,-104.673057,BOEING,737,AIR,KDEN,Denver International Airport,false,2,TF,SCHD,,121,Minor,VMC,Southwest Airlines,Pushback/Tow,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91711,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91711/pdf,2015,,Boeing,8,4,18,Tuesday
21862,DCA15WA174,INC,91841.0,2015-08-03T20:12:00Z,Toronto,,Canada,,"N272PQ, Unk",15272,False,Aviation,,,,,0.0,0.0,0.0,,,,,,"BOMBARDIER INC, BOEING","CL600 2D24, 787",AIR,,,"false, false",,,,,,"None, None",,LOT,Landing,,,,,,2015,,Boeing,8,3,20,Monday
21872,DCA15WA170,INC,91779.0,2015-08-02T12:28:00Z,Padang,,Indonesia,,PK-GQG,6333,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A320 - 214,AIR,,,false,,,,,,,,"PT. Citilink Indonesia, Indonesia",Taxi,,,,,,2015,,Airbus,8,2,12,Sunday
21887,DCA15WA163,INC,91716.0,2015-07-31T04:00:00Z,St Georges sur Meuse,,Belgium,,TC-TLE,27628,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 4Q8,AIR,,,false,,,,,,Minor,,Tailwind Airlines,Approach,,,,,,2015,,Boeing,7,31,4,Friday
21891,GAA15CA204,ACC,91673.0,2015-07-29T16:45:00Z,Tucson,Arizona,United States,,N6095U,2699,False,Aviation,DirectorBrief,2015-12-03T05:00:00Z,2015-11-17T19:01:00Z,Minor,0.0,0.0,1.0,"The flight instructor's misperception of the helicopter's altitude in relation to the runway surface during a low altitude maneuver, resulting in ground impact.","Personnel issues - Psychological - Perception/orientation/illusion - Perception - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",,32.142223,-111.174446,AIRBUS,AS350-B2,HELI,RYN,RYAN FIELD,false,1,TS,,PUBF,PUBU,Substantial,VMC,US DEPARTMENT OF HOMELAND SECURITY,Maneuvering,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91673,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91673/pdf,2015,,Airbus,7,29,16,Wednesday
21898,DCA15WA196,INC,92027.0,2015-07-27T04:00:00Z,New Delhi,,India,,B-HUL,30804,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,,,false,,,,,,Minor,,Cathey Pacific,Landing,,,,,,2015,,Boeing,7,27,4,Monday
21914,GAA15CA205,ACC,91674.0,2015-07-25T10:30:00Z,Shelter Island,New York,United States,,N5820V,75-7728,False,Aviation,DirectorBrief,2015-12-03T05:00:00Z,2015-11-17T20:55:00Z,Minor,0.0,0.0,1.0,"The pilot's failure to maintain pitch control during the landing roll, resulting in a nose over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Aircraft capability - CG/weight distribution - Not attained/maintained, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Pilot",,41.071666,-72.326667,BOEING,B75N1,AIR,49NY,WESTMORELAND,false,1,REC,,PERS,091,Substantial,VMC,FRITTS ROBERT E,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91674,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91674/pdf,2015,,Boeing,7,25,10,Saturday
21923,CEN15RA446,INC,92209.0,2015-07-24T08:48:00Z,Geneva,,Switzerland,,"N990FV, EI-DEF","525-0863, 2256",False,Aviation,,,,,0.0,0.0,0.0,,,,,,"CESSNA, AIRBUS INDUSTRIE","525, A320-214","AIR, AIR",,,"false, false",2,,,,,"None, None",,Aer Lingus,Taxi,,,Prelim,,,2015,,Airbus,7,24,8,Friday
21933,ENG15RA028,INC,91642.0,2015-07-23T12:23:00Z,"Riyadh, Saudi Arabia",,Saudi Arabia,,HL8211,1133,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A330 - 223,AIR,KSA,King Khalid International,false,,TF,SCHD,,,,,Korean Air,Initial Climb,,,,,,2015,,Airbus,7,23,12,Thursday
21935,DCA15WA209,INC,92541.0,2015-07-23T04:00:00Z,Monterrey,,Mexico,,XA-UTE,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,,MMMY,Mariano Escobedo International,false,,,,,,,,Magnicharters,Takeoff,,,,,,2015,,Boeing,7,23,4,Thursday
21982,ENG15WA036,INC,92393.0,2015-07-16T15:47:00Z,Quetta,,Pakistan,,AP-BJT,25740,False,Aviation,,,,,0.0,0.0,0.0,,,,30.239999,66.940002,BOEING,737,AIR,OPQT,Quetta International Airport,false,,,,,,Minor,Unknown,Shaheen Air International,Landing,,,,,,2015,,Boeing,7,16,15,Thursday
21997,ENG15WA027,INC,91620.0,2015-07-14T08:32:00Z,"Incheon, Republic of Korea",,Republic Of Korea,,HL8282,1435,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A330 - 323,AIR,ICN,Incheon International Airport,false,2,TF,SCHD,,,,,"Asiana Airlines, Inc.",Initial Climb,,,,,,2015,,Airbus,7,14,8,Tuesday
22006,DCA15WA159,INC,91679.0,2015-07-12T04:00:00Z,Singapore,,Singapore,,JA606J,33495,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,767 - 346,AIR,,,false,,,,,,,,Japan Airlines,,,,,,,2015,,Boeing,7,12,4,Sunday
22038,WPR15WA225,INC,91681.0,2015-07-05T04:00:00Z,Tamuning,,United States,,HL8224,,False,Aviation,,,,,0.0,0.0,0.0,,,,13.483888,144.796951,BOEING,737-800,AIR,,,false,,,,,,Minor,,Korean Airlines,Landing,,,,,,2015,,Boeing,7,5,4,Sunday
22048,CEN15MA290,ACC,91489.0,2015-07-03T13:39:00Z,Frisco,Colorado,United States,AAR1701,N390LG,7595,True,Aviation,Report,2017-05-09T04:00:00Z,2016-08-17T17:25:00Z,Fatal,1.0,2.0,0.0,"Airbus Helicopters' dual-hydraulic AS350 B3e helicopter's (1) preflight hydraulic check, which depleted hydraulic pressure in the tail rotor hydraulic circuit, and (2) lack of salient alerting to the pilot that hydraulic pressure was not restored before takeoff. Such alerting might have cued the pilot to his failure to reset the yaw servo hydraulic switch to its correct position during the preflight hydraulic check, which resulted in a lack of hydraulic boost to the pedal controls, high pedal forces, and a subsequent loss of control after takeoff. Contributing to the accident was the pilot's failure to perform a hover check after liftoff, which would have alerted him to the pedal control anomaly at an altitude that could have allowed him to safely land the helicopter. Contributing to the severity of the injuries was the helicopter's fuel system, which was not crash resistant and facilitated a fuel-fed postcrash fire.","Organizational issues - Development - Design - Equipment design - Manufacturer, Organizational issues - Development - Design - Design of document/info - Manufacturer, Aircraft - Aircraft systems - Hydraulic power system - (general) - Design, Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, indicating system - Design, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot, Aircraft - Aircraft systems - Fuel system - (general) - Design",,39.568611,-106.079444,AIRBUS HELICOPTERS INC,AS350B3E,HELI,91CO,SUMMIT MEDICAL CENTER,false,1,TS,NSCH,,135,Destroyed,VMC,AIR METHODS CORP,Takeoff,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91489,https://www.ntsb.gov/investigations/Pages/CEN15MA290.aspx,2015,,Airbus,7,3,13,Friday
22061,CEN15LA294,ACC,91497.0,2015-07-01T20:30:00Z,Louisburg,Kansas,United States,,N44SN,75-2763,False,Aviation,DirectorBrief,2015-11-05T05:00:00Z,2015-10-15T17:18:00Z,,0.0,0.0,0.0,A partial loss of engine power for reasons that could not be determined during postaccident examinations.,"Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Contributed to outcome, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome",,38.5625,-94.625274,BOEING,A75N1 (PT17),AIR,NONE,Random Ranch,false,1,REC,,PERS,091,Substantial,VMC,James W. Miller,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91497,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91497/pdf,2015,,Boeing,7,1,20,Wednesday
22071,DCA15CA145,ACC,91477.0,2015-06-30T06:49:00Z,Salt Lake City,Utah,United States,,N396DA,30378,False,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2021-07-21T04:00:00Z,Serious,0.0,1.0,0.0,inadvertent contact by beverage cart during cabin service.,Personnel issues - Task performance - (general) - (general) - Cabin crew,,40.74971,-111.900978,BOEING,737 832,AIR,,,false,2,TF,SCHD,,121,,Unknown,DELTA AIR LINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91477,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91477/pdf,2015,,Boeing,6,30,6,Tuesday
22072,DCA15WA147,INC,91525.0,2015-06-30T00:00:00Z,Tanegashima,,Japan,,JA8525,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,,,,Minor,,Japan Transocean Air,Enroute,,,,,,2015,,Boeing,6,30,0,Tuesday
22080,DCA15CA146,ACC,91478.0,2015-06-29T02:30:00Z,Atlanta,Georgia,United States,,N825MH,29703,False,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2016-04-08T19:42:00Z,Serious,0.0,1.0,0.0,the flight attendant inadvertently slipped off a worn tread descending the crew rest ladder.,Personnel issues - Physical - (general) - (general) - Cabin crew,,33.750347,-84.390213,BOEING,767 432ER,AIR,,,false,,,SCHD,,121,,Unknown,"Delta Air Lines, Inc.",Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91478,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91478/pdf,2015,,Boeing,6,29,2,Monday
22081,DCA15CA152,ACC,91577.0,2015-06-28T23:20:00Z,Boston,Massachusetts,United States,,N335NW,340,False,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2016-04-08T19:34:00Z,Serious,0.0,1.0,0.0,an inadvertent fall by the passenger while exiting the lavatory when the seat belt light was illuminated.,"Personnel issues - Miscellaneous - (general) - (general) - Passenger, Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Damaged/degraded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Related operating info",,42.36063,-71.060516,AIRBUS INDUSTRIE,A320 212,AIR,BOS,Boston,false,2,TF,SCHD,,121,,Unknown,"Delta Air Lines, Inc.",Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91577,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91577/pdf,2015,,Airbus,6,28,23,Sunday
22167,DCA15WA210,INC,92583.0,2015-06-12T09:00:00Z,Nauru,,Nauru,,VH-NLK,23635,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,,,Kosrae,false,,,SCHD,,NUSC,,,Nauru Airlines,Approach,,,,,,2015,,Boeing,6,12,9,Friday
22181,DCA15WA135,INC,91365.0,2015-06-09T16:06:00Z,Sao Luis City,,Brazil,,PR-SDL,24060,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 3S3,AIR,,,false,,,,,,Minor,,,Landing,,,,,,2015,,Boeing,6,9,16,Tuesday
22190,DCA15WA130,INC,91340.0,2015-06-07T17:00:00Z,Turin,,Italy,,YR-BAQ,28702,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 4D7,AIR,,,false,,,,,,Minor,,,Takeoff,,,,,,2015,,Boeing,6,7,17,Sunday
22205,DCA15WA169,INC,91777.0,2015-06-05T14:59:00Z,Montreal,,Canada,,C-GWCT,35112,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 6CT,AIR,,,false,,,,,,,,WestJet,,,,,,,2015,,Boeing,6,5,14,Friday
22256,DCA15CA136,ACC,91392.0,2015-05-27T19:33:00Z,Windsor Locks,Connecticut,United States,,G-VIIY,29967,False,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2016-04-08T16:47:00Z,Serious,0.0,1.0,1.0,an inadvertent encounter with convective turbulence resulting in serious injury to a flight attendant.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,41.931667,-72.73305499999998,BOEING,777 - 236,AIR,,,false,2,TF,SCHD,,129,,VMC,BRITISH AIRWAYS,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91392,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91392/pdf,2015,,Boeing,5,27,19,Wednesday
22272,DCA15WA127,INC,91246.0,2015-05-25T04:00:00Z,Oslo,,Norway,,LN-RCZ,30197,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 883,AIR,,,false,,,,,,,,,Landing,,,,,,2015,,Boeing,5,25,4,Monday
22276,DCA15CA125,ACC,91225.0,2015-05-23T16:41:00Z,Atlanta,Georgia,United States,,N334NW,339,False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2015-09-03T10:58:00Z,Serious,0.0,1.0,0.0,the flight attendant's failure to secure her lap belt and shoulder harness prior to the takeoff that resulted in her being thrown from her jumpseat shortly after takeoff.,"Personnel issues - Task performance - Use of equip/info - Use of equip/system - Cabin crew, Environmental issues - Task environment - Physical workspace - Positioning/available space - Effect on operation, Personnel issues - Task performance - Inspection - Preflight inspection - Cabin crew",,33.636665,-84.42778,AIRBUS INDUSTRIE,A320 212,AIR,,,false,2,TF,SCHD,,121,,VMC,DELTA AIR LINES INC,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91225,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91225/pdf,2015,,Airbus,5,23,16,Saturday
22293,GAA15CA082,ACC,91216.0,2015-05-20T11:20:00Z,Williamson,Georgia,United States,,N55528,75-4611,False,Aviation,DirectorBrief,2015-07-08T04:00:00Z,2015-07-01T10:47:00Z,Minor,0.0,0.0,2.0,The pilot landed off the right side of the runway resulting in a collision with terrain.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome",,33.183612,-84.378608,BOEING,PT 17,AIR,GA2,PEACH STATE,false,1,REC,,PERS,091,Substantial,VMC,TAYLOR LARRY J,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91216,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91216/pdf,2015,,Boeing,5,20,11,Wednesday
22327,DCA15WA126,INC,91238.0,2015-05-11T12:15:00Z,Christchurch,,New Zealand,,VH-VOP,33797,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 8FE,AIR,,,false,,,,,,,,,Landing,,,,,,2015,,Boeing,5,11,12,Monday
22345,ENG15WA022,INC,91220.0,2015-05-06T12:15:00Z,"Bogotá, Colombia",,Colombia,,HK4262,,False,Aviation,,,,Minor,0.0,0.0,2.0,,,,4.701388,-74.14694199999998,BOEING,727-2F9,AIR,,,false,2,TF,,,,Minor,,,Initial Climb,,,,,,2015,,Boeing,5,6,12,Wednesday
22351,CEN15IA225,INC,91151.0,2015-05-04T21:05:00Z,New Orleans,Louisiana,United States,,N941FR,2483,False,Aviation,DirectorBrief,2016-04-26T04:00:00Z,2016-03-08T20:40:00Z,,0.0,0.0,0.0,"The ingression of moisture into the windshield’s laminate layer, which induced electrical arcing in the windshield heating system that subsequently cracked the outer glass pane of the windshield.","Aircraft - Aircraft structures - Windows-windshield system - Flight compartment windows - Failure, Aircraft - Aircraft structures - Windows-windshield system - Flight compartment windows - Design",,29.993333,-90.259162,AIRBUS,A319 112,AIR,,,false,2,TF,SCHD,,121,Minor,VMC,FRONTIER AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91151,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91151/pdf,2015,,Airbus,5,4,21,Monday
22356,ANC15LA076,ACC,91217.0,2015-05-04T10:45:00Z,Hamilton,Montana,United States,,N504WD,1800,False,Aviation,DirectorBrief,2021-05-05T04:00:00Z,2017-05-09T13:45:00Z,,0.0,0.0,0.0,The pilot's excessive collective application during an autorotation. Contributing to the accident was the flight instructor's inadequate supervision of the training flight.,"Aircraft - Aircraft propeller/rotor - Rotorcraft flight control - Main rotor control - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot",,46.251667,-114.12555,AIRBUS,AS-350,HELI,6S5,RAVALLI COUNTY,false,1,TS,,INST,091,Substantial,VMC,,Emergency Descent,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91217,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91217/pdf,2015,,Airbus,5,4,10,Monday
22369,DCA15WA178,INC,91861.0,2015-05-02T04:00:00Z,Douala,,Cameroon,,F-GSPG,27609,False,Aviation,,,,,0.0,0.0,0.0,,,,,,THE BOEING COMPANY,BOEING 777-228 IGW,AIR,,,false,2,TF,,,,,,SOCIETE AIR FRANCE,Enroute,,,,,,2015,,Boeing,5,2,4,Saturday
22389,DCA15WA123,INC,91215.0,2015-04-23T21:35:00Z,Madrid,,Spain,,CN-RNZ,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 8B6,AIR,,,false,,,,,NUSC,,,,Enroute,,,,,,2015,,Boeing,4,23,21,Thursday
22399,ENG15RA023,INC,91271.0,2015-04-21T05:37:00Z,"Islamabad, Pakistan",,Pakistan,,AP-BJT,25740,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,400,AIR,,,false,,TF,,,,,,,Initial Climb,,,,,,2015,,Boeing,4,21,5,Tuesday
22435,DCA15WA107,ACC,91035.0,2015-04-13T07:46:00Z,Khajuraho,,India,,VT-JGA,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 804,AIR,,,false,,,,,,Substantial,,,Landing,,,,,,2015,,Boeing,4,13,7,Monday
22442,DCA15WA156,INC,91676.0,2015-04-12T09:30:00Z,Zurich,,Switzerland,,D-ABJB,25271,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING COMPANY,BOEING 737-530,AIR,,,false,2,,,,,,,Lufthansa,Enroute,,,,,,2015,,Boeing,4,12,9,Sunday
22443,OPS15IA017,INC,91036.0,2015-04-12T08:21:00Z,Miami,Florida,United States,,"N342UP, N900QS","37865, 750-0123",False,Aviation,DirectorBrief,2020-04-14T04:00:00Z,2020-04-14T14:05:00Z,,0.0,0.0,0.0,"The controller's issuance of a landing clearance to an arriving aircraft while another aircraft was in position on the same runway. Contributing to the incident was the controller's non-compliance with traffic advisory procedures, and insufficient requirements for use of memory aids to track arrival and departure operations.",Personnel issues - Action/decision - Info processing/decision - Identification/recognition - ATC personnel,,25.795278,-80.29,"BOEING, CESSNA","767 34AF, 750","AIR, AIR",MIA,MIAMI INTL,"false, false",2,TF,"NSCH, NSCH",,"121, UNK","None, None",VMC,"United Parcel Service, NETJETS SALES INC",Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91036,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91036/pdf,2015,,Boeing,4,12,8,Sunday
22452,ENG15IA017,INC,91022.0,2015-04-10T15:00:00Z,Victorville,California,United States,,N624RH,19624,False,Aviation,DirectorBrief,2017-03-30T04:00:00Z,2017-03-28T12:34:00Z,,0.0,0.0,0.0,the fracture of one 1st stage turbine blade from a high cycle fatigue crack that originated from a break in the coating on the leading edge of the blade.  The cause for the break in the coating could not be determined.  Contributing to the uncontained release of turbine material was the yielding and rupture of the turbine exhaust case wall after turbine debris collected at probes in the case.,"Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Fatigue/wear/corrosion",,34.597499,-117.383056,BOEING,707 338C,AIR,,,false,,TF,,POSI,091,Minor,VMC,Omni Air International,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91022,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91022/pdf,2015,,Boeing,4,10,15,Friday
22481,DCA15WA102,ACC,90982.0,2015-04-01T06:25:00Z,Dublin,,Ireland,,"EI-DWE, EI-DYA","36074, 33631",False,Aviation,,,,,0.0,0.0,0.0,,,,,,"THE BOEING COMPANY, THE BOEING COMPANY","BOEING 737-8AS, BOEING 737-8AS","AIR, AIR",,,"false, false","2, 2",,,,,"Substantial, Substantial",,"Ryanair, Ryanair",Taxi,,,,,,2015,,Boeing,4,1,6,Wednesday
22496,ENG15WA026,ACC,91440.0,2015-03-29T03:30:00Z,Halifax,,Canada,,C-FTJP,233,False,Aviation,,,,Minor,0.0,0.0,28.0,,,,,,AIRBUS,A320 - 211,AIR,CYHZ,Halifax Stanfield Internationa,false,2,TF,SCHD,,,Substantial,Unknown,Air Canada,Approach,,,,,,2015,,Airbus,3,29,3,Sunday
